entry_id	md5sum	file_name	dataset	dimension	published_value	inferred_value	recommendation	published_in_vocabulary
b3a3bee0-3b1a-447a-9eb2-6e3167dd6dc6	4fda111423841b790fae31919c627f9e	IGVFFI4454OWTM.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b3aca6e0-a07f-4e73-8aa7-844d92f88cdb	69c329fc43fc2ea1b84f8e35e0c866e6	IGVFFI0383FJXZ.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b41a7e01-dfd5-4e21-81d1-83e9e3ee276c	6d487450d30cd5c5eae2509589a67b79	IGVFFI2211LCUV.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b42499b0-9171-4132-b803-1090da699fc5	e1c10d24f2eb6d73a3101915e597323f	IGVFFI7600TSAO.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b39f5372-64e3-462f-a97e-fe07e724588d	32b90f5c3d06fd4ba06640b5c394d2d1	IGVFFI2663JQUA.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b42f0223-cd7b-4e04-8605-842e1f883b1b	25fb1af8540109d997dda7b6bdbaca83	IGVFFI1521XXZJ.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b4252336-9e1d-453f-8b45-02a771b87b48	17d959692d8e84a7afd7616289444914	IGVFFI0471EVUR.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b49a542b-1043-4fe3-89fb-6cc0c11423b6	3936dee09b0f4809821f639f80e89b19	IGVFFI0664DQSU.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b42f7029-5619-4604-b724-916bedb6ed51	7583b04d4ec7cdeec06e270b61219a8a	IGVFFI9684TAYY.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b45fe173-99b5-49a4-bf15-7b946b751594	f0105d5842d342c31994143a66e4b976	IGVFFI3135SNAX.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b4db8dc9-4072-49e9-8fcc-76260d05f1a8	90fcbddb0b5f1e5b19b70d4f08a6de89	IGVFFI2824GRUD.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b4d550e5-eef8-49fb-9ddc-4a14b96e0bf0	46635542060d50804ac9c056fcda8b49	IGVFFI1462BCGE.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b499411b-6707-434e-aff7-ca5aa2340918	fc34fc537d1d393ee48c209ca42ea047	IGVFFI6570IFDX.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b4e539e9-e20b-4ca1-b747-0246aefb2987	839bae71df01a0c2dfad6335bb724591	IGVFFI3019FQHN.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b4c39b89-2097-4e3c-b591-3ee15c49488b	9c0707c63936b1826eb0caf519efcfb2	IGVFFI8851GRMY.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b438b4bf-59b1-454f-a671-76daf3c51308	6371c31156ebfcdf9f45b8d524b476ab	IGVFFI2149LVCQ.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b4a92bb1-aeb0-4077-9016-12cc7e63393c	a2a78a4a87666a35921abec85d75ef29	IGVFFI2110LQYS.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b4e2f8d4-90c2-45a6-8f5e-3edc22ea651f	d14e2a99c2a072ee31002a7b50ae7631	IGVFFI2602URPD.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b5129868-f480-41b8-968b-287e2fe93bc4	93807860576f3456e771b8ffcd30d7f6	IGVFFI5360GVGZ.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b4e68e55-7976-4390-a86a-889eb26c2d50	efa26fe9701b943811eafc3d462dde5c	IGVFFI5478DXLB.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b507f51c-1433-4101-ae92-f815994cee05	1280e5fe4037b88585f6a3d87bfd1f71	IGVFFI5588HUES.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b561fcd8-1225-41e1-b91b-e98eacf402cb	29359a60c8904c68d168d32144228165	IGVFFI1497ZRLX.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b5634cc3-415e-4d10-8b78-41f84e71faed	f11f28fe9caf2695e4674c721b31ee85	IGVFFI8639OTPV.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b559c486-ecb3-4a1b-aa54-55d1d25de47a	833f7751cccce848423a966040c962c7	IGVFFI4752XESZ.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b4ffdc63-4424-457d-ab08-485e822fd5b2	14a69ada48bfaf35369bf0d842999d43	IGVFFI4645UKVE.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b5c28207-5454-4557-931f-6a7a7625e9cf	271b2b099a3e42687a92a2e6fdc973c8	IGVFFI1708RNBS.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b52d2ef4-8335-4f96-a83f-14406bbe3835	bfe4d1f60936b8bfda2f695d9223cd4d	IGVFFI3846RPTV.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b59fd604-e6df-41ba-9efc-5972cd8f17ce	e6af40a9825b8c79238d723e186a3aa7	IGVFFI3983OZAD.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b5ee56f4-0f42-4108-8698-c81803e8a9a9	4e6619e3ee01c199ea229902b5ebbc4b	IGVFFI6225NAZV.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b5df97b9-4332-422b-8e3e-51b6bedf1352	1b2daa6525cfa404b2a01f743ebe8348	IGVFFI1574TVEL.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b5eb7851-6d2c-44e7-a61d-a6c21731b2f8	c03799ba7716ec34fdd04cea838cf53c	IGVFFI7974GFSG.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b5cb2d9e-edae-4cc0-a003-76d1f9493405	0f31a6c1efad6238d2470819ea7e2c7d	IGVFFI4916XYSK.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b6064bbf-8a23-4e18-9e54-b55545b9330a	42e4487823cdb9223c9f04b7ef201fc7	IGVFFI6350QMWC.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b618d265-0611-4c27-94bf-70ed92438447	90ebfe93437df82e50fd3f1d409567c7	IGVFFI6138IKEK.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b62e92b7-f49a-48e5-9a6b-65ca1c200f6f	66326df1d85135d5957f29f4c7bd0337	IGVFFI2173DGUT.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b69cb64a-79d1-40ba-9d43-0b0fb62aa3eb	2f903fd93d4092f908bc80b1c8e11d7c	IGVFFI1481HBEX.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b6139881-3dbe-4638-bef9-dcb48e9483b4	3edd8dc81e139a10ee1c2f4262e2f948	IGVFFI7535PVJQ.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b67cafdc-8b0b-41e7-92b4-b2e30677d9f2	4998f5f329f14def78d58adae189c6db	IGVFFI6377FKZI.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b60c2745-044e-4511-ac6b-96b2d52c6ff5	ea276e5d53fedd527596315c190d7bf6	IGVFFI5281IPUW.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b699eec8-8c97-45e0-8659-d96765fcac71	b6927a076427e77be8698d89139b416f	IGVFFI2270WQAO.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b66a09c6-c7b8-44e6-a751-c2070c53e82d	28b9123ee4adf03dbd6021f93beb5bc5	IGVFFI2085FMMU.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b6a121ce-7c6e-4190-9d24-491cd8a950c0	66e07578dd0565b9a7f591029c0a4a23	IGVFFI7908YZQL.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b63f306e-17be-44fa-9396-381bdc078072	52df2f0bbaa4d7911e2239c28488f717	IGVFFI0848FZNM.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b6e58c2d-1c86-4261-be90-fe8fa97460af	8825edd012f34db7bf5ea82375a7d737	IGVFFI8806ORBZ.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b6fa7609-16ab-4330-a6cd-1310085e3538	6e3b750f9cea885d65279166e6ab777d	IGVFFI4842TBNM.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b6c564ee-206c-454e-b924-652b4c6fb6bf	38e0038564dd53982ebd1069ee37ed84	IGVFFI0282ZFZR.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b6b28ccc-ddc0-480d-8126-c94d8be1ab4c	d0486e743c60e81ba3b5f48f8563df15	IGVFFI6123QSUG.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b6aee2a5-b6c0-4c71-b9ad-ef62c7d55623	affacf45b3dacdb0d7e0fe2f48eebf5a	IGVFFI4389LMOM.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b70b0bac-fdbd-42f0-acd0-e048f1e4bc77	b605d02ed6e0cda4c779044fbc7af785	IGVFFI3917SPZG.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b6e7acd5-642a-4580-a89a-85eda01144b3	f3c9c327acce1766fb166ac1fd4591d2	IGVFFI2296OYVR.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b6c7aa7d-3f50-42bc-9c7a-dd0b0ec968eb	fac6bce60711624e6d67d9a32bffc36b	IGVFFI1302ORCT.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b743f0ba-c742-4c8a-a538-0e50747e2fc2	dac9fb09b5f22d9e36d4b3a391c92da1	IGVFFI5377RITR.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b73299a2-fb27-463c-bd42-95e189454d83	a9fe3aeb94c862cee881ab9bc542cd07	IGVFFI8046DIQN.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b7646eba-df25-43f6-b306-84f2aa9abd86	8ca8345c53ed494e245997ffa670201a	IGVFFI2935DZID.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b74b67ff-97d8-4177-a0eb-67ce315c21fb	9c9f8802ba42de43f3a69aa76633db97	IGVFFI7111YCOZ.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b78cfe1f-8ed5-4c29-a05b-8c7d392ecd04	a03c0432a4f7b82a2703d2e3995b325b	IGVFFI8726QALB.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b79a0ad1-2ff1-44bf-a280-063d91158345	28275086fadf198a13eeb1b7b797d15d	IGVFFI6412OBGZ.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b6fe6983-1621-407f-a7d9-f31223d07c85	6012edec8c368c466fced95d0311e514	IGVFFI6145AZOF.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b7777846-c28f-4c4e-9599-170e30fbc3b8	2e3af6b9d6800c348716aeb4f0cd29ac	IGVFFI4425UTWA.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b741cd29-98e7-4ee6-b617-5c419c98d954	31c1f68aa6a5f6ac326a284f83649ce3	IGVFFI0128OIKC.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b78efdee-af06-40d2-9704-ac49850f6a10	ff374a2cdfdb2dddbfa72bbba143c90a	IGVFFI6788DTAD.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b814e060-26a2-45e7-81a9-dc7702c1ff1b	01a94637eb0e0cf47e4b0da5ea5244e7	IGVFFI1701HGGL.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b7c3f0cf-a237-449b-9295-f9311ab03ee4	470eaf48741db6e4b3861b8043792e79	IGVFFI9433UOMX.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b8565944-d74c-4e43-96bd-f070ed938983	1d87c6c1f731c68b99ab2739f9b542d6	IGVFFI9681FVYX.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b8781bb3-5ffe-461a-a4ff-f61162d19863	d41dd8d8dd5e29e998d1203510990baf	IGVFFI0370LEBD.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b80682e9-5c76-4f41-b02a-98e7f91ebc7c	1e592a959761c66873065cbfa44c7141	IGVFFI2566HQIM.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b84cfd46-d274-422f-89a0-715ef2df28f0	faa6da753981777453cf49bcf300f4af	IGVFFI6705OKAT.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b7c64011-e761-4a88-b412-f256964dc589	18ba76589c82222156a38ca026ce2c05	IGVFFI0908UEYL.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b88eab70-9089-4a6d-888e-2e44f5601a35	96f254f87105ec2972c5c6109b5219f3	IGVFFI2880MJKE.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b87f81f4-b24c-4046-8652-eb78d03df806	9f19b4cb0c03cbeceaedba895cb33698	IGVFFI2068THYO.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b7ceb0c0-937e-43d8-8aa7-ede022ce80a6	b1e563ef680d714534b0126026d43a12	IGVFFI3639FEOJ.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b84a2382-0854-4930-af30-55ff37086ddb	af5e3f14c0c143abd0ace97a481ba17d	IGVFFI4469KAFG.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b8a74916-cd85-40a2-8669-8fa27c7d5bce	220b4dfdcf4d3ca3d8203e061945cc03	IGVFFI2738OJQL.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b8e97d19-802a-46e8-81d8-50c782664d1e	57362d0c6baa92e4f933944ff530f433	IGVFFI4183SQSR.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b8d0bc09-0215-4f22-a9fd-e950c22acb53	039965374a82cf2b892a151e3e6bf8f8	IGVFFI3668VIZB.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b8ee4baa-659f-4c64-93da-dfdb29529ed1	c762b6f00219e28316b086311096255b	IGVFFI9947EJIA.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b8a99440-0445-4a76-b8d8-661084761f0c	79c5e181d80510acd7b144a1745f6a47	IGVFFI4314KZOW.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b8fc3fc4-f29a-46a3-a839-0096011d1c27	20650fa3a37c7410bb028b4a0d2d7ae0	IGVFFI1245YMJB.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b9199fd1-404b-4c22-b5e6-1d6cbe0b9501	46e4ec2181868e6c125b4b1fc3aa74e7	IGVFFI7678FQSV.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b96535cd-c204-4d32-b97e-915c68d60616	9979a67409bc7c0a08c37591eefb0a27	IGVFFI6607AZNW.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b93657a5-6ba5-4ad4-8b8c-8f8b1c21e3eb	f8dd3d3fd2d3faf0137bdf18be753207	IGVFFI6294ZSIG.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b8828d6a-f6e5-440c-91e4-f3a7b4c7fc67	99cb2aeac2ea164db8e8015a2d82688c	IGVFFI2290EYAJ.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b9368128-9c32-465f-b6ed-86c2e66b35c4	8082f9d300ba60a47fc674c9aafa289f	IGVFFI9630XNDZ.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b910e35f-3e3a-4209-8a5f-6177d691b88b	d67533aa089e860896e34b6d11bde94e	IGVFFI9959DLIG.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b92387e4-cbeb-4ac3-8a9c-025b9ff3af90	726ad26575de049b7394114040605392	IGVFFI2801DEXE.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b97fc6ee-ca32-4af9-accf-df0887f21d42	c3b2ea8f0975233864a5a88932c767b2	IGVFFI4297EFRE.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b9b3f134-a13f-4f91-8328-98866f681fa0	0d86fc00bda1f7dd140bb7cbc64a3db9	IGVFFI0536LOHR.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b97b7b6a-2b89-4818-ae8e-c06c6d345216	757986ac992050d00d34094c25081766	IGVFFI1459GXLB.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b98dc2eb-0246-4e58-b817-5dbaf601d70b	364e30c916a72ec6898ab8493ab17187	IGVFFI0163JGGA.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b98df9ae-a2f8-43e2-a522-73eab3ca5852	8987eba3f60c4a28aa8334ce532b3f6c	IGVFFI1367KHOM.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b999316d-3749-4ee7-9645-3143e13bdc40	39bb90814b850ebc7b07d901685579b5	IGVFFI6891NOPM.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b9cd1391-dc92-48e7-8d8f-c50bfe98ffbb	a25eb265531fac082de597c20106b568	IGVFFI7419FMGK.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b9d2acc1-5e54-4dda-8066-6dc044efe941	1bce5f3d7624eedcdc0ff4cee2942ba6	IGVFFI4383CNBB.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
ba2a34d3-a6bc-4257-a12a-951aef490736	8dd230be9bfc124fa2f148842dc1e9d9	IGVFFI7423CZQJ.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b9c8c623-37f8-4bcc-80a7-6f020eb27662	d1c63e73cd04db3eb0154121f1488194	IGVFFI0275ABWV.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b994e7e6-c8b5-48c0-8228-2a78e4c55644	fe19d7a872bf7403fe0f8107a9d28b27	IGVFFI5168GMIY.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b9f1384d-34e9-4a9a-a192-3b6b6a0ad360	e2edc6cc1bb93b373647a422f56de9eb	IGVFFI0652NKOT.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b9c4c12c-d16d-48fe-8924-e928d2de0aa0	a5946ccd3e3cf64ec8b775bb80de5e90	IGVFFI8077AFYL.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b9f3b947-1043-493e-a3ea-04531d2a70b4	7948315072d7dd8fdd792e67c785a3a3	IGVFFI7823DPNI.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b9ff9fc2-f63e-4766-b3eb-7783d259b91d	cb08ed503651c5c61f7a0c1a5c9d5fe1	IGVFFI9670RILM.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b9e9e9a3-abf4-45fc-a7e6-c9df883e8664	943d6f74fe60ee4392d9c27edcef5ff8	IGVFFI4721LZWI.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
ba4bb533-0f7c-4847-ba98-59195fa05783	dcc486557aea3f9143f392512fbd2075	IGVFFI3548KYVR.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
b9fa428f-5934-4d47-9f2c-3bfd19f964b1	741bda29d7bb00dc49f99976dcc4b182	IGVFFI9333NOMQ.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
ba7b5c7d-85e0-4408-9a59-11698d0e18fb	71e66d84b80cd5f689f91da4ab12ebc4	IGVFFI9975ADXF.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
ba6fb1dc-bb14-4bba-b253-43e414993190	ba8f751700841d0e5e35e7192aeef8b4	IGVFFI4051MODF.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
ba93572c-fb10-4c19-a061-55f3884ab983	1fddd12449e1b417535d785f9da605f0	IGVFFI7401FWEA.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
ba8405f4-7923-4d63-982c-d09c70848edd	db3c83e1b047117a978fe225300a4187	IGVFFI2152INKB.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
ba94dcc6-1f36-49c5-b2bf-9aef758bf5ff	065c88099b57522a738ede63b5feb0cc	IGVFFI7575JPBA.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
ba8f41f5-f40e-444a-9b1a-1dbc73e0f91f	4c36eee45b22a2ae1e226c2e7984a22d	IGVFFI9779VJEC.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
babf0f63-2d6a-4096-ac6a-78da8e1e28d1	ace05cd4003fc9bbd69a44e1105f5649	IGVFFI4267QLQL.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
baabb9d3-75d4-4f81-a74b-da365ca102b5	2240b4c244ba86d965fdd19065138cc9	IGVFFI5882RDZJ.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
bac9a0fe-6fa9-4c9a-9f9f-346dd771f70a	613a55e69a8be2e8410135f806cbc04c	IGVFFI1069YSNT.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
bab3689f-b24f-4694-8024-90584b7f1cbd	bed02a9d001781013b380bab3ff49e37	IGVFFI6474IDMZ.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
ba727606-e7f8-4961-89f0-a216c9e82ee6	a8417650c088160066f725587a43cc10	IGVFFI7526VGKA.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
bab4964c-ec1a-41ec-8cbe-fd433a3a3ba0	3cd9ff6f326c0645ab5178a6a35d1402	IGVFFI7933NBFQ.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
bae69e1e-f3ac-40a6-a070-6f0d31163f26	2622a6e32de8b264260a9bff4a8611b1	IGVFFI3803WHOU.fastq.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	keep	no
