file_name	dataset	slot	azul_value	our_value	recommendation	azul_in_vocab
IGVFFI0943AEOC.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI0411IQMM.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI9839LVUY.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI5028OFXD.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI4063RXFB.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI3213XSLV.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI0358OBKI.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI7646LSNC.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI9570INEN.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI3375KOXB.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI5777DRNC.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI1074EBBL.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI3573AIVT.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI6811YKAC.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI6117ZBTR.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI0135KMLT.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI4537BFPN.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI8476JJWL.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI8085HFCO.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI1208NQXL.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI1208NQXL.h5ad	AnVIL_IGVF_Mouse_R1	reference_assembly	GRCm39	not_classified	take_azul	no
IGVFFI2959VZRY.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI8101VQGF.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI5410HLHW.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI9667LJQE.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI8115FIHO.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI0338ZLUR.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI3923ZFLU.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI9392CHEG.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI4675ATTW.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI0304XQPA.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI0656RXUY.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI3348QLQJ.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI1555USSM.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI5200ULIR.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI5495RCMZ.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI0957MRXW.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI5345SNRS.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI5345SNRS.h5ad	AnVIL_IGVF_Mouse_R1	reference_assembly	GRCm39	not_classified	take_azul	no
IGVFFI1637FLML.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI2502SAEV.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI1595ISIW.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI5560SEVZ.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI5255OCUR.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI6400HEOR.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI0635RJSX.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus ATAC-seq	not_classified	take_azul	no
IGVFFI7604XGXT.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI6401FMPB.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI8398GYGU.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI4067XATR.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI9444ARGF.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI1642WZRQ.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI2034GNDI.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI5739GJZT.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI7691SRWV.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI9427AMEW.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI8554RUGJ.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI6307GKTO.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI1466ZGGN.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI6603RTRR.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI5681WIGS.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI6168GEWL.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI0889VJKV.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI1618DLWD.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI0653CXFN.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI9415DXCN.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI1484VTUS.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI5215QYUY.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI9923AOAF.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI9796DDQB.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI4960JOCQ.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI0918TUBJ.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI8015OZMB.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI3964ARZC.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI3964ARZC.h5ad	AnVIL_IGVF_Mouse_R1	reference_assembly	GRCm39	not_classified	take_azul	no
IGVFFI6524XUOA.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI2163SAGG.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI2163SAGG.h5ad	AnVIL_IGVF_Mouse_R1	reference_assembly	GRCm39	not_classified	take_azul	no
IGVFFI4691LMYX.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI4364QYHI.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI5623AANT.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI8982TMTF.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI6276XJLO.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI9600LDGU.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI9360RDVN.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI1788YDPA.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI2154NXFH.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI3628RMBB.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI5204NSCJ.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI9816WFON.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI7619VMXY.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI8076ZZZE.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI5766IDIX.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI5289HNNK.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI2252OFPL.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI3252CMVA.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI6004ZLIO.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI6004ZLIO.h5ad	AnVIL_IGVF_Mouse_R1	reference_assembly	GRCm39	not_classified	take_azul	no
IGVFFI0550EKFQ.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI8084RDKY.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI5839DMHX.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI4014ICDB.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI8434GICO.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI4498CASP.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI3833XZEN.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI3228LOOM.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI9438UZEY.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI6008GASG.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI6709XXVS.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI6021UJTK.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI5693UKJL.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI3586EYUN.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI8967JHKM.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI1558FRED.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI7827WTAP.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI6551VMJL.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI6604CHBW.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI8222IPMT.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI2253TUOG.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI4672NBDW.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI4358LXTN.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI1548FKJD.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI6342UIDW.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI5592XZET.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI4420ALSG.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI6629LQAX.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI9713DJNT.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI5218DUFX.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI4168RBZH.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI0544UOOD.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI5768PKPR.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI8731UAMZ.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI3653EDGW.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI3717OOBA.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI1264CQCK.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI7410YQGZ.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI9465DJGD.tbi	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus ATAC-seq || single-nucleus RNA sequencing assay	not_applicable	compare	no
IGVFFI9465DJGD.tbi	AnVIL_IGVF_Mouse_R1	reference_assembly	GRCm39	not_classified	take_azul	no
IGVFFI5177SPBR.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI4443GLSC.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI9489OEKS.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI5857LYKA.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI8289HDME.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI1586RNJL.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI9627MYYY.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI8208HQFX.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI8515HKDP.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus ATAC-seq || single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI0311HOCX.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI1948NMMI.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI6959MAQD.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI0779PRPN.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI1668KYAF.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI5300KADF.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI9885JEVZ.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI8740LVYW.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI6905SUUK.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI9593HOXI.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI7963CIJA.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI3733OHIQ.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI0628NHYL.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI6762KPCU.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI7606RDKP.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI3195FCOA.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI3993RKDZ.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI0689XDQW.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI5312PWVV.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI1087BIAT.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI6132NCQS.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI2601CJKH.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI9158XOCF.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI0388HQFN.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI4870OCDL.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI3665OTKM.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI8857WKNE.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI4641ITDJ.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI6162VXWQ.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI2188HWPK.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI3379PYNG.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI6113MIHD.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI9761SBOP.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI9522PFXU.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI7775YUEB.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI3725SKLM.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI0953LAGT.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI3774VMGZ.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI6501GSPT.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI2653KZGI.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI9754EKPF.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI1624XOWW.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI3521GUVC.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI9307PUND.yaml.gz	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	not_classified	take_azul	no
IGVFFI8530OEIY.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
IGVFFI1206OIGV.h5ad	AnVIL_IGVF_Mouse_R1	data_modality	single-nucleus RNA sequencing assay	transcriptomic.single_cell	compare	no
